id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,is_canceled
25808,2,0,1,2,Meal Plan 1,0,Room_Type 4,19,2018,2,8,Offline,0,0,0,48.67,0,0
25809,2,0,1,3,Meal Plan 1,0,Room_Type 4,22,2018,9,15,Online,0,0,0,105.64,1,0
25810,2,0,2,3,Meal Plan 1,0,Room_Type 1,1,2017,8,8,Online,0,0,0,98,0,0
25811,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109,0,0
25812,2,0,2,0,Meal Plan 1,0,Room_Type 1,30,2018,9,25,Online,0,0,0,109.1,1,0
25813,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,80,0,1
25814,2,0,0,2,Meal Plan 1,0,Room_Type 1,7,2018,3,9,Corporate,0,0,0,80,0,0
25815,1,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,24,Offline,0,0,0,87.5,0,0
25816,2,0,1,2,Not Selected,0,Room_Type 1,69,2018,11,25,Online,0,0,0,74.8,1,0
25817,2,0,2,1,Not Selected,0,Room_Type 1,6,2018,5,8,Online,0,0,0,108,2,0
25818,1,0,1,2,Meal Plan 1,0,Room_Type 1,50,2018,11,18,Online,0,0,0,86.4,2,0
25819,1,0,0,2,Meal Plan 1,0,Room_Type 1,71,2017,9,9,Corporate,0,0,0,90,0,0
25820,1,0,0,1,Meal Plan 1,0,Room_Type 1,62,2018,9,28,Online,0,0,0,101.18,1,0
25821,2,0,2,6,Not Selected,0,Room_Type 1,88,2018,3,31,Online,0,0,0,72.25,1,0
25822,3,0,0,2,Meal Plan 1,0,Room_Type 4,141,2018,9,23,Online,0,0,0,163.8,1,0
25823,2,0,0,4,Meal Plan 1,0,Room_Type 1,25,2018,12,7,Online,0,0,0,88.4,1,0
25824,2,2,0,5,Meal Plan 1,0,Room_Type 6,15,2017,9,1,Online,0,0,0,165,1,1
25825,2,0,0,2,Meal Plan 2,0,Room_Type 1,291,2018,8,19,Offline,0,0,0,115,0,1
25826,3,0,1,4,Meal Plan 1,0,Room_Type 4,7,2018,2,10,Online,0,0,0,127,1,1
25827,1,0,0,1,Meal Plan 1,0,Room_Type 1,5,2018,9,15,Online,0,0,0,159,1,0
25828,2,1,1,0,Meal Plan 1,0,Room_Type 1,8,2018,8,28,Online,0,0,0,112,2,0
25829,2,0,0,2,Meal Plan 1,0,Room_Type 1,3,2018,8,5,Online,0,0,0,151,1,0
25830,1,0,0,1,Meal Plan 1,0,Room_Type 1,361,2018,11,4,Online,1,1,0,91,0,1
25831,2,0,0,1,Not Selected,0,Room_Type 1,54,2018,7,2,Online,0,0,0,107.1,1,0
25832,2,0,1,2,Meal Plan 1,0,Room_Type 1,168,2018,4,22,Online,0,0,0,85,0,1
25833,2,0,2,3,Meal Plan 1,0,Room_Type 1,71,2018,6,26,Online,0,0,0,107.1,0,1
25834,2,0,2,0,Meal Plan 1,1,Room_Type 1,223,2017,10,4,Online,0,0,0,89.25,2,0
25835,2,1,2,2,Meal Plan 1,0,Room_Type 4,123,2018,5,22,Online,0,0,0,107.95,2,0
25836,3,0,0,3,Meal Plan 1,0,Room_Type 1,157,2018,12,8,Offline,0,0,0,92.65,0,0
25837,3,0,2,3,Meal Plan 1,0,Room_Type 4,102,2018,6,12,Online,0,0,0,150.15,0,0
25838,2,0,2,1,Meal Plan 1,0,Room_Type 1,195,2018,10,2,Online,0,0,0,108.9,2,1
25839,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,1
25840,1,1,0,1,Meal Plan 1,0,Room_Type 1,1,2018,6,28,Online,0,0,0,133,2,0
25841,1,0,2,1,Not Selected,0,Room_Type 1,6,2018,9,25,Online,0,0,0,159,2,0
25842,1,0,0,1,Meal Plan 1,0,Room_Type 1,53,2018,10,14,Offline,0,0,0,120,0,0
25843,3,0,1,1,Meal Plan 1,0,Room_Type 4,28,2018,10,8,Online,0,0,0,121.47,0,0
25844,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,107,0,0
25845,1,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,11,15,Corporate,0,0,0,40,0,0
25846,3,0,1,0,Meal Plan 1,0,Room_Type 4,11,2018,2,14,Online,0,0,0,127,1,0
25847,2,0,2,3,Meal Plan 1,1,Room_Type 1,207,2017,8,21,Online,0,0,0,76.5,2,0
25848,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,5,10,Offline,0,0,0,80,0,0
25849,2,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,4,23,Online,0,0,0,69.33,0,0
25850,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Online,0,0,0,101.5,0,1
25851,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2018,3,31,Online,0,0,0,161.1,0,0
25852,2,0,0,3,Meal Plan 1,0,Room_Type 4,62,2018,4,21,Online,0,0,0,91.48,0,0
25853,2,0,1,0,Meal Plan 1,0,Room_Type 1,13,2018,3,20,Offline,0,0,0,85,1,0
25854,1,0,0,1,Meal Plan 1,0,Room_Type 1,46,2018,11,23,Online,0,0,0,86.4,2,0
25855,2,0,0,3,Meal Plan 1,0,Room_Type 1,335,2018,10,13,Offline,0,0,0,90,1,1
25856,1,0,0,2,Meal Plan 1,0,Room_Type 1,8,2018,7,19,Online,0,0,0,126,1,0
25857,3,0,2,0,Meal Plan 1,0,Room_Type 4,100,2018,7,3,Online,0,0,0,146.7,2,0
25858,2,0,2,1,Meal Plan 1,0,Room_Type 4,43,2018,9,17,Offline,0,0,0,96.3,1,0
25859,2,0,2,5,Meal Plan 1,0,Room_Type 1,6,2018,3,1,Offline,0,0,0,70,0,0
25860,2,0,1,3,Meal Plan 1,0,Room_Type 4,79,2018,12,26,Online,0,0,0,105.61,0,1
25861,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,1
25862,3,0,2,3,Meal Plan 1,0,Room_Type 4,170,2018,8,11,Online,0,0,0,130.05,2,1
25863,1,0,1,2,Meal Plan 1,0,Room_Type 1,154,2018,10,7,Online,0,0,0,113.4,0,1
25864,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
25865,2,0,1,3,Meal Plan 1,0,Room_Type 1,78,2018,12,8,Online,0,0,0,88.4,1,0
25866,1,0,1,2,Meal Plan 1,0,Room_Type 1,214,2018,10,7,Online,0,0,0,108.9,0,1
25867,2,0,0,1,Not Selected,0,Room_Type 1,40,2018,5,21,Online,0,0,0,89.4,0,1
25868,1,0,0,3,Meal Plan 1,0,Room_Type 1,19,2017,10,6,Offline,1,1,0,80,0,0
25869,3,0,0,2,Meal Plan 1,0,Room_Type 1,67,2018,11,25,Offline,0,0,0,105,0,0
25870,2,0,1,3,Meal Plan 1,0,Room_Type 1,8,2018,11,7,Online,0,0,0,120.47,1,0
25871,2,0,0,3,Meal Plan 1,0,Room_Type 1,104,2017,12,3,Offline,0,0,0,75,0,0
25872,3,0,0,3,Meal Plan 1,0,Room_Type 1,81,2018,2,24,Offline,0,0,0,92.1,0,0
25873,2,1,1,2,Meal Plan 1,0,Room_Type 1,79,2018,12,9,Online,0,0,0,109.8,2,0
25874,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
25875,2,0,2,5,Meal Plan 1,0,Room_Type 1,84,2018,3,29,Online,0,0,0,82.45,0,0
25876,1,0,1,2,Meal Plan 1,0,Room_Type 1,18,2018,4,15,Online,0,0,0,112.33,0,1
25877,1,0,1,0,Meal Plan 1,0,Room_Type 1,14,2018,11,7,Online,0,0,0,142.64,1,0
25878,2,0,0,1,Meal Plan 2,0,Room_Type 1,55,2018,4,6,Offline,0,0,0,104,0,0
25879,1,0,0,4,Meal Plan 1,0,Room_Type 1,32,2017,10,14,Online,0,0,0,109.58,1,0
25880,3,0,1,3,Meal Plan 1,0,Room_Type 4,11,2018,5,30,Online,0,0,0,141.95,2,0
25881,2,0,0,3,Meal Plan 1,0,Room_Type 1,57,2018,2,11,Online,0,0,0,80.3,0,0
25882,2,0,1,4,Meal Plan 1,0,Room_Type 4,104,2018,4,27,Online,0,0,0,104.55,0,1
25883,2,1,0,2,Meal Plan 1,1,Room_Type 4,110,2018,8,23,Online,0,0,0,142.2,1,0
25884,2,0,2,3,Meal Plan 1,0,Room_Type 1,120,2018,6,18,Offline,0,0,0,80.75,3,0
25885,2,0,2,5,Meal Plan 1,0,Room_Type 2,15,2017,8,27,Online,0,0,0,85.29,1,1
25886,2,0,0,2,Meal Plan 1,0,Room_Type 1,55,2018,3,1,Online,0,0,0,84.8,1,0
25887,2,0,2,0,Meal Plan 1,0,Room_Type 4,12,2018,9,25,Online,0,0,0,164,0,1
25888,1,0,0,2,Meal Plan 1,0,Room_Type 1,103,2018,4,19,Online,0,0,0,115,0,1
25889,2,1,2,4,Meal Plan 1,0,Room_Type 1,72,2017,9,19,Offline,0,0,0,71.4,1,0
25890,2,0,1,4,Meal Plan 1,0,Room_Type 4,126,2018,8,15,Online,0,0,0,126,0,0
25891,2,0,1,3,Meal Plan 1,0,Room_Type 1,159,2018,8,1,Online,0,0,0,99.45,1,0
25892,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,0
25893,2,0,1,3,Meal Plan 1,0,Room_Type 4,74,2018,3,21,Online,0,0,0,99.45,1,0
25894,2,0,2,3,Meal Plan 1,0,Room_Type 1,25,2017,11,22,Offline,0,0,0,65,0,0
25895,2,0,0,2,Meal Plan 1,0,Room_Type 1,30,2018,6,2,Offline,0,0,0,140,0,0
25896,2,0,0,1,Meal Plan 1,0,Room_Type 1,10,2018,9,1,Offline,0,0,0,95,1,0
25897,2,0,1,2,Meal Plan 1,0,Room_Type 1,32,2018,1,25,Offline,0,0,0,58,0,0
25898,2,0,2,1,Meal Plan 1,0,Room_Type 1,166,2018,8,27,Online,0,0,0,96.3,0,1
25899,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,8,19,Online,0,0,0,106,2,0
25900,2,0,1,3,Meal Plan 1,0,Room_Type 4,63,2018,2,4,Online,0,0,0,62.32,3,0
25901,1,0,0,3,Meal Plan 1,0,Room_Type 1,71,2018,6,14,Offline,0,0,0,120,0,0
25902,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,1
25903,2,0,1,3,Meal Plan 1,0,Room_Type 1,1,2018,5,26,Online,0,0,0,136.18,0,0
25904,2,0,2,5,Meal Plan 1,0,Room_Type 1,215,2018,11,6,Online,0,0,0,177.09,0,1
25905,2,0,1,3,Meal Plan 1,0,Room_Type 1,45,2018,11,28,Online,0,0,0,88.4,0,0
25906,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,10,17,Corporate,0,0,0,95,0,0
25907,2,0,1,1,Meal Plan 1,1,Room_Type 4,130,2018,5,28,Online,0,0,0,134.1,1,0
25908,0,2,0,1,Meal Plan 1,0,Room_Type 2,143,2018,8,18,Online,0,0,0,97.54,1,0
25909,2,2,2,2,Meal Plan 1,0,Room_Type 6,11,2018,4,24,Online,0,0,0,203.5,0,1
25910,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,1
25911,3,0,0,4,Meal Plan 1,0,Room_Type 1,60,2017,12,23,Online,0,0,0,96.98,2,0
25912,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Offline,0,0,0,115,1,1
25913,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Offline,0,0,0,115,1,1
25914,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,11,3,Online,0,0,0,108,2,0
25915,2,0,0,2,Not Selected,0,Room_Type 1,77,2018,4,15,Online,0,0,0,94.5,1,0
25916,2,2,1,0,Meal Plan 1,1,Room_Type 6,88,2018,8,7,Online,0,0,0,198.9,1,0
25917,1,0,0,2,Meal Plan 1,0,Room_Type 1,7,2017,12,29,Online,0,0,0,111,1,0
25918,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,13,Online,0,0,0,120,1,0
25919,2,0,2,2,Meal Plan 1,0,Room_Type 1,136,2018,7,2,Online,0,0,0,93.08,0,1
25920,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105,0,0
25921,3,0,0,3,Meal Plan 1,0,Room_Type 4,88,2018,12,28,Online,0,0,0,125.66,3,0
25922,2,0,0,3,Meal Plan 1,0,Room_Type 1,49,2018,11,15,Offline,0,0,0,75,1,0
25923,2,0,0,3,Not Selected,0,Room_Type 1,135,2018,8,9,Online,0,0,0,103.5,1,0
25924,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,2018,1,24,Online,0,0,0,81.2,0,1
25925,1,0,1,0,Meal Plan 1,0,Room_Type 1,39,2018,9,25,Online,0,0,0,129.7,0,1
25926,2,0,0,2,Meal Plan 1,0,Room_Type 4,86,2018,4,20,Online,0,0,0,127.8,0,1
25927,2,1,0,1,Meal Plan 1,0,Room_Type 2,3,2018,7,2,Complementary,1,0,3,0,1,0
25928,1,0,1,2,Meal Plan 1,0,Room_Type 1,219,2017,9,4,Offline,0,0,0,76.67,0,0
25929,2,0,2,5,Meal Plan 1,0,Room_Type 2,127,2018,3,19,Online,0,0,0,94.7,1,1
25930,2,0,1,2,Meal Plan 1,0,Room_Type 1,233,2018,10,14,Offline,0,0,0,90,0,1
25931,2,0,0,4,Meal Plan 1,0,Room_Type 4,101,2018,5,25,Online,0,0,0,132.6,0,0
25932,2,0,1,1,Not Selected,0,Room_Type 1,37,2018,12,10,Online,0,0,0,88,0,1
25933,2,1,1,4,Meal Plan 1,0,Room_Type 1,139,2018,7,11,Online,0,0,0,116.45,0,1
25934,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Online,0,0,0,110,1,1
25935,1,0,0,3,Meal Plan 1,0,Room_Type 1,113,2018,5,31,Corporate,0,0,0,100,0,1
25936,2,0,1,2,Meal Plan 1,0,Room_Type 1,81,2018,3,25,Offline,0,0,0,65,1,0
25937,3,0,2,2,Meal Plan 1,0,Room_Type 1,71,2018,6,17,Offline,0,0,0,105.4,1,0
25938,2,0,2,0,Meal Plan 1,0,Room_Type 1,28,2018,1,31,Online,0,0,0,89,1,0
25939,2,0,0,3,Not Selected,0,Room_Type 1,185,2018,9,15,Online,0,0,0,116.1,0,1
25940,2,0,0,2,Meal Plan 1,0,Room_Type 1,322,2018,12,9,Offline,0,0,0,52,0,0
25941,2,0,2,1,Meal Plan 1,0,Room_Type 1,44,2018,4,23,Offline,0,0,0,95,1,0
25942,2,0,0,2,Not Selected,0,Room_Type 1,16,2018,11,17,Online,0,0,0,89,1,0
25943,2,0,2,3,Meal Plan 2,0,Room_Type 2,48,2017,10,25,Offline,0,0,0,94.88,0,0
25944,1,0,0,3,Meal Plan 1,0,Room_Type 1,166,2018,11,1,Offline,0,0,0,110,0,1
25945,2,1,0,2,Meal Plan 1,0,Room_Type 1,33,2018,3,24,Online,0,0,0,143.1,0,1
25946,1,0,1,1,Not Selected,0,Room_Type 1,1,2018,9,5,Online,0,0,0,149,1,0
25947,2,0,0,2,Meal Plan 1,0,Room_Type 1,211,2018,5,20,Online,0,0,0,100,0,1
25948,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,9,2,Online,0,0,0,119,1,0
25949,1,0,0,1,Meal Plan 1,0,Room_Type 1,87,2018,5,27,Online,0,0,0,94.25,1,0
25950,2,0,0,1,Meal Plan 1,0,Room_Type 1,245,2018,9,15,Online,0,0,0,81.77,1,1
25951,2,0,0,2,Meal Plan 2,0,Room_Type 1,320,2018,8,18,Online,0,0,0,115,1,1
25952,2,0,2,2,Meal Plan 2,0,Room_Type 4,67,2017,9,6,Complementary,0,0,0,29,1,0
25953,2,0,1,2,Meal Plan 1,0,Room_Type 1,39,2017,10,23,Online,0,0,0,74.88,1,0
25954,2,0,2,2,Meal Plan 1,0,Room_Type 1,94,2018,3,19,Online,0,0,0,73.95,0,1
25955,2,0,0,1,Meal Plan 1,0,Room_Type 1,67,2017,11,13,Online,0,0,0,72.25,2,0
25956,2,0,2,3,Meal Plan 1,0,Room_Type 1,147,2018,6,5,Online,0,0,0,104.21,2,0
25957,2,0,0,2,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Online,0,0,0,62.86,0,0
25958,2,1,0,2,Meal Plan 1,0,Room_Type 1,44,2018,6,28,Online,0,0,0,134.1,0,1
25959,2,0,2,2,Meal Plan 1,0,Room_Type 4,164,2018,9,30,Online,0,0,0,126.9,1,1
25960,2,0,0,1,Meal Plan 1,0,Room_Type 1,179,2018,7,1,Online,0,0,0,96.3,1,1
25961,2,0,1,3,Meal Plan 1,0,Room_Type 1,159,2018,6,27,Online,0,0,0,90.95,1,0
25962,1,0,2,2,Meal Plan 1,0,Room_Type 1,37,2017,9,20,Online,0,0,0,95,0,0
25963,1,0,1,1,Meal Plan 1,1,Room_Type 1,3,2018,6,20,Corporate,1,0,8,67,1,0
25964,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,3,22,Online,0,0,0,101,0,1
25965,1,0,1,0,Meal Plan 1,0,Room_Type 1,0,2018,5,23,Offline,0,0,0,115,1,0
25966,2,0,0,2,Meal Plan 1,0,Room_Type 1,191,2018,10,20,Online,0,0,0,96.3,1,1
25967,2,0,1,4,Meal Plan 1,0,Room_Type 1,39,2017,9,23,Online,0,0,0,175.08,1,0
25968,2,0,2,3,Meal Plan 1,0,Room_Type 1,57,2018,5,13,Online,0,0,0,119.85,0,1
25969,2,0,0,1,Meal Plan 2,0,Room_Type 1,83,2017,9,30,Offline,0,0,0,112.2,0,0
25970,2,0,1,1,Meal Plan 1,0,Room_Type 1,22,2017,9,19,Online,0,0,0,124,0,0
25971,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89,0,1
25972,2,0,2,3,Meal Plan 1,0,Room_Type 1,108,2018,5,7,Online,0,0,0,74.54,0,0
25973,2,2,0,2,Meal Plan 2,0,Room_Type 6,22,2018,8,19,Online,0,0,0,288,2,0
25974,2,0,2,2,Meal Plan 2,0,Room_Type 1,61,2018,9,3,Offline,0,0,0,106.25,1,0
25975,1,0,0,3,Meal Plan 1,0,Room_Type 1,54,2017,12,31,Offline,0,0,0,62.67,0,0
25976,2,0,0,2,Meal Plan 2,0,Room_Type 1,346,2018,9,13,Online,0,0,0,115,1,1
25977,2,0,0,2,Not Selected,0,Room_Type 1,13,2018,3,8,Online,0,0,0,81,0,0
25978,2,0,1,1,Meal Plan 2,0,Room_Type 5,96,2017,9,28,Offline,0,0,0,138,0,1
25979,2,0,2,0,Meal Plan 1,1,Room_Type 4,24,2018,9,11,Online,0,0,0,142,1,0
25980,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,6,14,Online,0,0,0,111,1,0
25981,1,0,1,1,Meal Plan 1,0,Room_Type 1,49,2018,3,14,Online,0,0,0,76.5,0,1
25982,2,0,1,1,Meal Plan 1,0,Room_Type 1,188,2018,8,13,Online,0,0,0,105.3,0,1
25983,2,0,0,3,Meal Plan 1,0,Room_Type 4,60,2018,12,8,Online,0,0,0,126,3,0
25984,1,0,1,0,Not Selected,0,Room_Type 1,131,2018,10,10,Online,0,0,0,108,0,1
25985,1,0,0,3,Meal Plan 1,0,Room_Type 1,104,2018,5,4,Online,0,0,0,110.1,0,0
25986,2,0,1,3,Not Selected,0,Room_Type 1,94,2018,11,3,Online,0,0,0,79.2,1,0
25987,2,0,2,4,Meal Plan 1,0,Room_Type 1,48,2018,5,7,Online,0,0,0,119.85,1,0
25988,2,0,2,2,Meal Plan 1,0,Room_Type 4,27,2018,11,13,Online,0,0,0,96.9,2,0
25989,2,0,0,2,Meal Plan 2,0,Room_Type 1,292,2018,7,21,Online,0,0,0,115,0,1
25990,2,0,0,3,Meal Plan 1,0,Room_Type 1,2,2017,12,9,Offline,0,0,0,58,0,0
25991,2,0,0,3,Meal Plan 1,0,Room_Type 1,433,2018,9,8,Offline,0,0,0,70,0,1
25992,2,2,1,1,Meal Plan 1,0,Room_Type 6,44,2018,2,8,Online,0,0,0,173,0,0
25993,2,0,1,3,Not Selected,0,Room_Type 1,206,2018,7,28,Online,0,0,0,58.14,0,1
25994,2,0,0,2,Not Selected,0,Room_Type 1,142,2018,6,28,Online,0,0,0,85.5,0,1
25995,2,0,1,2,Meal Plan 1,0,Room_Type 1,267,2018,9,30,Online,0,0,0,95,0,1
25996,2,0,2,1,Meal Plan 1,0,Room_Type 1,54,2018,7,3,Offline,0,0,0,85.5,0,0
25997,2,0,2,5,Meal Plan 1,0,Room_Type 4,208,2018,8,13,Online,0,0,0,77.51,0,1
25998,2,0,0,1,Meal Plan 1,0,Room_Type 1,0,2018,3,16,Online,0,0,0,109,0,0
25999,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0,0
26000,2,0,2,5,Meal Plan 1,0,Room_Type 1,27,2018,2,11,Offline,0,0,0,43.43,0,0
26001,2,2,2,1,Meal Plan 1,0,Room_Type 6,71,2018,10,22,Online,0,0,0,190.8,1,0
26002,3,0,2,1,Meal Plan 1,0,Room_Type 1,67,2018,3,26,Offline,0,0,0,100.81,1,0
26003,2,0,2,5,Meal Plan 1,0,Room_Type 1,116,2018,3,5,Offline,0,0,0,57,0,0
26004,2,0,0,3,Meal Plan 1,0,Room_Type 5,11,2017,12,29,Offline,0,0,0,157.67,0,0
26005,2,0,1,3,Meal Plan 1,0,Room_Type 1,108,2017,12,21,Online,0,0,0,72.25,3,0
26006,2,0,2,1,Meal Plan 1,0,Room_Type 4,49,2018,3,19,Online,0,0,0,121.5,0,0
26007,1,0,2,1,Meal Plan 1,1,Room_Type 1,3,2018,3,13,Corporate,0,0,0,69,0,0
26008,2,0,0,3,Meal Plan 1,0,Room_Type 1,4,2018,1,12,Online,1,11,4,80.3,1,0
26009,2,0,1,3,Meal Plan 1,0,Room_Type 1,250,2018,9,26,Offline,0,0,0,95,0,1
26010,2,0,2,2,Meal Plan 1,0,Room_Type 1,96,2018,10,21,Online,0,0,0,118.8,2,0
26011,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,6,23,Online,0,0,0,79,1,1
26012,2,2,1,1,Meal Plan 1,0,Room_Type 6,26,2018,2,8,Online,0,0,0,171,0,1
26013,2,0,0,1,Meal Plan 1,0,Room_Type 1,3,2017,7,11,Offline,0,0,0,75,0,0
26014,1,0,0,2,Meal Plan 1,0,Room_Type 1,32,2017,11,20,Offline,0,0,0,73,0,0
26015,2,0,1,3,Meal Plan 1,0,Room_Type 1,66,2018,10,17,Online,0,0,0,118.8,1,0
26016,2,0,1,4,Meal Plan 1,0,Room_Type 1,114,2018,9,12,Online,0,0,0,129.6,1,0
26017,2,0,0,1,Not Selected,1,Room_Type 1,63,2018,7,23,Online,0,0,0,103.5,2,0
26018,2,0,0,4,Meal Plan 1,0,Room_Type 1,28,2017,9,22,Online,0,0,0,103.87,1,0
26019,1,0,1,2,Meal Plan 1,0,Room_Type 1,99,2018,11,7,Online,0,0,0,171.9,2,0
26020,1,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,5,20,Corporate,0,0,0,90,0,1
26021,2,0,0,1,Meal Plan 1,0,Room_Type 1,221,2018,8,12,Offline,0,0,0,80,0,1
26022,1,0,0,1,Meal Plan 2,0,Room_Type 4,1,2018,4,6,Offline,0,0,0,92,0,0
26023,2,0,2,3,Meal Plan 1,0,Room_Type 1,17,2018,2,27,Offline,0,0,0,46.4,0,0
26024,1,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,80,0,1
26025,2,0,1,4,Meal Plan 1,0,Room_Type 4,15,2017,12,30,Online,0,0,0,123,2,0
26026,2,0,1,4,Not Selected,0,Room_Type 1,97,2018,5,2,Online,0,0,0,78.95,0,0
26027,1,0,2,2,Meal Plan 1,0,Room_Type 4,34,2018,10,2,Online,0,0,0,139.5,1,1
26028,2,0,2,5,Meal Plan 1,0,Room_Type 4,68,2018,7,16,Online,0,0,0,123.17,0,1
26029,2,1,2,5,Meal Plan 1,0,Room_Type 4,118,2018,5,1,Online,0,0,0,107.95,3,0
26030,1,0,0,3,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Corporate,0,0,0,90,0,0
26031,2,1,2,1,Meal Plan 1,0,Room_Type 1,118,2018,8,14,Online,0,0,0,139.5,1,0
26032,2,0,1,1,Meal Plan 1,0,Room_Type 1,42,2017,10,19,Online,0,0,0,94.5,2,0
26033,2,0,0,3,Meal Plan 1,0,Room_Type 4,213,2018,9,8,Online,0,0,0,117.11,1,1
26034,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2018,10,16,Online,0,0,0,160,1,0
26035,2,0,0,3,Meal Plan 1,0,Room_Type 1,173,2018,3,31,Online,0,0,0,100.8,2,1
26036,2,0,1,3,Not Selected,0,Room_Type 1,217,2018,9,29,Online,0,0,0,101.15,0,1
26037,2,0,1,4,Meal Plan 1,0,Room_Type 1,34,2018,2,17,Offline,0,0,0,66,1,0
26038,3,0,0,2,Meal Plan 1,0,Room_Type 1,1,2018,6,14,Online,0,0,0,179,1,0
26039,1,1,0,2,Meal Plan 1,0,Room_Type 1,15,2018,10,4,Online,0,0,0,116.31,1,0
26040,2,0,0,3,Meal Plan 1,0,Room_Type 4,11,2018,6,14,Corporate,0,0,0,90,0,1
26041,2,0,2,4,Meal Plan 1,0,Room_Type 1,64,2018,8,14,Online,0,0,0,135.9,1,0
26042,2,0,0,2,Meal Plan 1,0,Room_Type 1,19,2018,6,22,Corporate,0,0,0,110,0,0
26043,2,0,2,2,Meal Plan 1,0,Room_Type 1,24,2018,12,25,Online,0,0,0,95.2,1,0
26044,1,0,0,1,Not Selected,0,Room_Type 1,0,2018,10,22,Online,0,0,0,75.28,0,0
26045,2,0,2,1,Meal Plan 1,0,Room_Type 1,225,2018,8,13,Online,0,0,0,105.3,0,1
26046,1,0,2,2,Meal Plan 1,0,Room_Type 1,20,2018,11,6,Online,0,0,0,124.16,1,0
26047,2,0,1,5,Meal Plan 1,0,Room_Type 1,104,2018,2,29,Online,1,1,0,61.43,0,1
26048,2,0,1,2,Meal Plan 1,0,Room_Type 1,273,2018,5,13,Offline,0,0,0,95,0,1
26049,2,0,1,1,Not Selected,0,Room_Type 1,4,2018,11,19,Online,0,0,0,91.5,2,0
26050,2,0,0,2,Meal Plan 1,0,Room_Type 1,177,2018,6,3,Online,0,0,0,100,0,1
26051,2,0,0,1,Meal Plan 2,0,Room_Type 1,100,2017,10,16,Offline,0,0,0,108,0,1
26052,2,0,0,4,Not Selected,0,Room_Type 1,237,2018,8,10,Online,0,0,0,80.75,0,1
26053,2,0,0,1,Not Selected,0,Room_Type 1,37,2018,10,19,Offline,0,0,0,76.5,1,0
26054,2,0,0,1,Meal Plan 1,0,Room_Type 4,56,2018,5,3,Complementary,0,0,0,0,0,0
26055,3,0,1,1,Meal Plan 1,0,Room_Type 4,75,2018,10,8,Online,0,0,0,151.2,1,0
26056,2,0,0,2,Meal Plan 1,0,Room_Type 1,86,2017,9,9,Corporate,0,0,0,100,0,1
26057,2,1,1,0,Meal Plan 1,0,Room_Type 1,69,2018,7,17,Online,0,0,0,123.3,2,0
